n,w,seed,id_error,eval_return_mean,eval_return_std,theta_hat_mass,theta_hat_length,wall_time_s
0,0.0,0,1.118033988749895,-774.6757534659704,216.67233538140547,1.0,1.0,855.5643570423126
0,0.0,1,1.118033988749895,-808.5025606752014,306.12652498082593,1.0,1.0,857.8236982822418
0,0.0,2,1.118033988749895,-740.9461128547703,260.2801950947827,1.0,1.0,838.650470495224
0,0.0,3,1.118033988749895,-749.2607772555821,236.7326005956373,1.0,1.0,838.3533763885498
0,0.0,4,1.118033988749895,-773.5136632603094,183.87424522316238,1.0,1.0,876.5928640365601
0,0.5,0,1.118033988749895,-797.1917707100461,144.6726165624189,1.0,1.0,868.0941462516785
0,0.5,1,1.118033988749895,-793.9466683070539,130.97996402754418,1.0,1.0,887.7135667800903
0,0.5,2,1.118033988749895,-790.2948053941257,120.78037225997399,1.0,1.0,881.0399532318115
0,0.5,3,1.118033988749895,-742.261490850106,144.44035119132286,1.0,1.0,943.2019031047821
0,0.5,4,1.118033988749895,-701.994861385964,126.82206817741094,1.0,1.0,939.95960688591
5,0.0,0,1.0320004844960102,-577.5064864348901,268.4228177807451,3.0,1.245,945.7797508239746
5,0.0,1,1.002808556006579,-355.47137925113657,283.2156613477714,3.0,1.4250000000000003,942.1340246200562
5,0.0,2,1.299249783528941,-810.8472634290836,130.6408126686598,0.7050000000000001,1.6050000000000002,944.2405977249146
5,0.0,3,1.1092339699089637,-861.9554310312803,308.83200381975905,3.0,1.02,946.2484984397888
5,0.0,4,1.0578397799288888,-773.4004258353882,275.0188893312623,3.0,1.155,948.1019282341003
5,0.5,0,1.0320004844960102,-857.3607503819355,209.68818183685212,3.0,1.245,943.8051536083221
5,0.5,1,1.002808556006579,-678.0209308870906,289.20840616857566,3.0,1.4250000000000003,831.9792249202728
5,0.5,2,1.299249783528941,-836.5840060329732,118.35353284726351,0.7050000000000001,1.6050000000000002,846.6280264854431
5,0.5,3,1.1092339699089637,-875.7879302867174,260.71122105953566,3.0,1.02,841.0843327045441
5,0.5,4,1.0578397799288888,-792.5766339117035,300.48617215159226,3.0,1.155,832.6258370876312
10,0.0,0,1.0071742649611337,-347.3810263057483,276.7734948779922,3.0,1.3800000000000001,832.09921002388
10,0.0,1,1.0135210900617706,-355.21024656058063,282.67708509510186,3.0,1.3350000000000002,846.5773117542267
10,0.0,2,1.386299029791192,-843.4039075990825,128.60044692581548,0.615,1.5600000000000003,842.8661885261536
10,0.0,3,1.0218121158021176,-359.46654806089816,263.94331835527964,3.0,1.29,840.8997323513031
10,0.0,4,0.46992020599246387,-333.3736405948415,264.50182437175476,1.5600000000000003,1.3350000000000002,1040.3184003829956
10,0.5,0,1.0071742649611337,-678.9594118052676,304.6631627802568,3.0,1.3800000000000001,978.5093641281128
10,0.5,1,1.0135210900617706,-697.0087603487175,236.20306366930916,3.0,1.3350000000000002,1019.63836145401
10,0.5,2,1.386299029791192,-896.5327200754269,114.23034898003766,0.615,1.5600000000000003,959.985392332077
10,0.5,3,1.0218121158021176,-871.1357699950768,125.70803855484154,3.0,1.29,984.6495440006256
10,0.5,4,0.46992020599246387,-530.3509505469508,318.1874440036326,1.5600000000000003,1.3350000000000002,981.7066855430603
25,0.0,0,1.0320004844960102,-577.5064864348901,268.4228177807451,3.0,1.245,927.7179033756256
25,0.0,1,1.0111874208078342,-363.4561999691737,285.9362595179613,3.0,1.6500000000000001,944.8752150535583
25,0.0,2,0.8249242389456137,-829.1656979526426,215.30687834479974,1.29,1.9200000000000002,952.5395159721375
25,0.0,3,1.0111874208078342,-335.4420724815221,263.77644219276704,3.0,1.6500000000000001,917.031355381012
25,0.0,4,0.28714108030722474,-446.2310148193359,273.50870623741747,2.2350000000000003,1.3350000000000002,833.6508195400238
25,0.5,0,1.0320004844960102,-857.3607503819355,209.68818183685212,3.0,1.245,837.2078080177307
25,0.5,1,1.0111874208078342,-391.38225173337827,302.6179707785819,3.0,1.6500000000000001,837.6582081317902
25,0.5,2,0.8249242389456137,-769.0254737568501,137.150636569926,1.29,1.9200000000000002,846.5427417755127
25,0.5,3,1.0111874208078342,-558.9622883718333,260.0591477531675,3.0,1.6500000000000001,859.6839354038239
25,0.5,4,0.28714108030722474,-707.830020382353,247.21231291179345,2.2350000000000003,1.3350000000000002,838.2611672878265
50,0.0,0,0.10440306508910553,-341.62774502515686,273.63578327841,2.1,1.4700000000000002,843.2869277000427
50,0.0,1,1.0111874208078342,-363.4561999691737,285.9362595179613,3.0,1.6500000000000001,840.4996428489685
50,0.0,2,1.0398196959088628,-415.9253123611952,288.0685943032995,3.0,1.7850000000000001,837.6267333030701
50,0.0,3,1.005497389355139,-328.8507262344059,270.5069015267595,3.0,1.6050000000000002,829.7807276248932
50,0.0,4,1.002808556006579,-334.6721790285362,267.0124706209428,3.0,1.4250000000000003,830.1305530071259
50,0.5,0,0.10440306508910553,-388.84348522056763,317.92595691611547,2.1,1.4700000000000002,892.4372913837433
50,0.5,1,1.0111874208078342,-391.38225173337827,302.6179707785819,3.0,1.6500000000000001,930.7300999164581
50,0.5,2,1.0398196959088628,-500.3453515970994,296.2305212663284,3.0,1.7850000000000001,942.7257862091064
50,0.5,3,1.005497389355139,-370.1116077150699,315.07269835558003,3.0,1.6050000000000002,972.7375965118408
50,0.5,4,1.002808556006579,-664.217823639712,287.3366772276004,3.0,1.4250000000000003,962.0171823501587
